MRP - PO Suggestion
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Purch.doc.|Item|Vendor|Vendor Name                        |Material         |      Quantity|Deliv.date|Material description                    |Plnt|Exception message        |Excep.msg.             |Curr.|      Net price|OPUn|   GR Qty.|ABC|PDT|SafetyTime|GRT|IPT|Ship Date |PGr|Purch. gp.       |Item text                               |Del. text|PO creatio|ETD.Seq.nu|ETD       |Confirmed.|Invoice|Last chang|User name|ETD Status|ETD Status Text       |
|4500732487|  30|LLC041|LABEL CODE COMERCIO E IMPRESSAO DE |15100-17202000-L |   40,000.000 |08/14/2023|ANATEL_9461.NGWGAC_(1*1)M.2_1A//V1.0 LB.|271A|Reschedule out (10/04/23)|                       |BRL  |      0.057500 |PC  |    0.000 |   | 0 |          | 0 | 0 |08/14/2023|P39|Talita Bosso     |                                        |         |07/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4500732716|  10|LNM031|NILKO TECNOLOGIA LTDA              |21013373         |       10.000 |08/10/2023|Indoor Cabinet or Rack                  |272K|Cancel process           |                       |BRL  |  8,081.740000 |PC  |    0.000 |   | 0 |          | 0 | 0 |08/10/2023|P95|Israel Souza     |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4500732716|  20|LNM031|NILKO TECNOLOGIA LTDA              |21013373         |       20.000 |09/01/2023|Indoor Cabinet or Rack                  |272K|Cancel process           |                       |BRL  |  8,081.740000 |PC  |    0.000 |   | 0 |          | 0 | 0 |09/01/2023|P95|Israel Souza     |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4500732795|  10|LSM031|SMART MODULAR TECHNOLOGIES INDUSTRI|03012-00021500   |    1,120.000 |08/14/2023|DDR4 3200 512M*16 1.2V FBGA96 BRA//SMART|271B|Reschedule out (10/01/23)|                       |BRL  |      2.040000 |PC  |    0.000 |   |27 |          | 0 | 0 |07/18/2023|P39|Talita Bosso     |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4500732796|  10|LSM031|SMART MODULAR TECHNOLOGIES INDUSTRI|03012-00021500   |    8,960.000 |09/11/2023|DDR4 3200 512M*16 1.2V FBGA96 BRA//SMART|271B|Reschedule out (12/01/23)|                       |BRL  |      2.040000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P39|Talita Bosso     |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014693|  10|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-056005       |        5.000 |12/30/2023|RASSYDPLY-EXOBALANCED MBX-NONHBIGEN6.3-I|271G|Cancel process           |                       |USD  |158,329.780000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80255928                                |         |11/18/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014693|  20|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-056005       |        5.000 |12/30/2023|RASSYDPLY-EXOBALANCED MBX-NONHBIGEN6.3-I|271G|Cancel process           |                       |USD  |158,329.780000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80255928                                |         |11/18/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014695|  10|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-031040       |        1.000 |12/30/2023|Microsoft WCS - RACK MANAGER,2,PMDU,20.8|271G|Cancel process           |                       |USD  |     80.930000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80239120                                |         |11/18/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014695|  20|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-037937       |        1.000 |12/30/2023|Ingrasys - FPGAC,LONGS PEAK,A2010,PCIE,5|271G|Cancel process           |                       |USD  |    459.830000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80243497                                |         |11/18/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014695|  30|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-037937       |        1.000 |12/30/2023|Ingrasys - FPGAC,LONGS PEAK,A2010,PCIE,5|271G|Cancel process           |                       |USD  |    459.830000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80244284                                |         |11/18/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014700|  70|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-035159       |        2.000 |12/30/2023|Ingrasys - 351053400-600-G - CBL,USB,200|271G|Cancel process           |                       |USD  |     23.560000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80260600                                |         |11/18/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014700| 120|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-037925       |        1.000 |12/30/2023|Ingrasys - PROCSR,CPU,INTEL,XEON 8171M,2|271G|Cancel process           |                       |USD  |  1,193.000000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80260600                                |         |11/18/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014703|  30|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-035158       |        2.000 |12/30/2023|POWER CORD,PCB RELAY ASSEMBLY,73 42 200 |271G|Cancel process           |                       |USD  |     45.920000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |                                        |         |11/18/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014703|  90|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-053518       |        1.000 |12/30/2023|SSD,M.2,NVME,960GB,HYNIX,HFS960GD0FEI A4|271G|Cancel process           |                       |USD  |    153.150000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80260631                                |         |11/18/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014723|  40|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-053518       |        1.000 |12/30/2023|SSD,M.2,NVME,960GB,HYNIX,HFS960GD0FEI A4|271G|Cancel process           |                       |USD  |    153.150000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80260632                                |         |11/20/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014724|  30|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-037948       |        1.000 |12/30/2023|Ingrasys - CBL,INTF,6.5in,X8 LINK,TWISTE|271G|Cancel process           |                       |USD  |     30.410000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80260602                                |         |11/20/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014724|  40|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-035144       |        1.000 |12/30/2023|Ingrasys - 490208100-H17-G - FAN,12VDC,4|271G|Cancel process           |                       |USD  |     61.980000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80260602                                |         |11/20/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014724|  80|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-037933       |        1.000 |12/30/2023|SSD,2.5IN,7.0mm,960GB,SATA,HE,MICRON    |271G|Cancel process           |                       |USD  |    153.420000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80260602                                |         |11/20/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014724| 100|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-051031       |        1.000 |12/30/2023|Ingrasys - 351053400-600-G -CBL,USB,200m|271G|Cancel process           |                       |USD  |    684.070000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80260602                                |         |11/20/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014724| 130|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-035154       |        1.000 |12/30/2023|Ingrasys -1A525CM00-600-G - PCBA,MIDPLAN|271G|Cancel process           |                       |USD  |     56.690000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80260602                                |         |11/20/2020|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014914| 250|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-037943       |        1.000 |12/30/2023|Ingrasys - PSU,FLEXTRONICS,PSBBU-1000W,N|271G|Cancel process           |                       |USD  |    150.000000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80264228                                |         |01/11/2021|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014914| 350|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-037950       |        1.000 |12/30/2023|MMOD,32GB,SM,DDR4,1.2,SAMSUNG,M393A4K40C|271G|Cancel process           |                       |USD  |    131.570000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |80248430                                |         |01/11/2021|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800014914| 480|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |MSF-037653       |        1.000 |12/30/2023|Ingrasys - CBL,SATA,500mm,Y-CABLE,C2010,|271G|Cancel process           |                       |USD  |     17.000000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |                                        |         |01/11/2021|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800017677|  20|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |1A525CK00-600-G  |        6.000 |12/30/2023|M1066327-002-PCBA+MECH,MECHANICAL,MB,BLA|271G|Cancel process           |                       |USD  |    438.200000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |                                        |         |08/25/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800017677| 100|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |35122EK00-245-G  |       10.000 |12/30/2023|M1122549-002-CBL EMASSY, SIGNAL/POWER,HB|271G|Cancel process           |                       |USD  |     46.310000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |                                        |         |08/25/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800017681|  20|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |80030DW00-220-G  |        2.000 |12/30/2023|M1142879-001-MMOD,32GB,SM,DDR4,1.2,HYNIX|271G|Cancel process           |                       |USD  |    154.010000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |                                        |         |08/25/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800017681|  30|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |80030DY00-220-G  |        5.000 |12/30/2023|M1142880-001-MMOD,16GB,SM,DDR4,1.2,HYNIX|271G|Cancel process           |                       |USD  |    100.130000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |                                        |         |08/25/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800017693|  40|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |80030G800-220-G  |       17.000 |12/30/2023|M1185094-001-MMOD,RDIMM,32GB,DDR4,1RX4,H|271G|Cancel process           |                       |USD  |    152.930000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |                                        |         |08/26/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800017693|  60|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |81030P400-131-G  |       30.000 |12/30/2023|M1111151-001-HDD,3.5IN,SATA,12TB,7200rpm|271G|Cancel process           |                       |USD  |    201.880000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |                                        |         |08/26/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800017886|1370|MCE052|COMPAL ELECTRONICS INC.            |AT3AT0040C0      |       18.000 |12/30/2023|GH51Z_N20P_BLACK_THM_ASSY_HP_CCI        |276A|Cancel process           |                       |USD  |      9.000000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P23|Betania Correa   |                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800018240| 280|M0019 |INGRASYS (SINGAPORE) PTE. LTD      |35107JT00-245-G  |       10.000 |12/30/2023|M1159553-001-CBL EMASSY,CELESTIAL PEAK U|271G|Cancel process           |                       |USD  |      1.890000 |PC  |    0.000 |   | 0 |          | 0 | 0 |12/30/2023|P95|Israel Souza     |                                        |         |12/02/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800018770|  60|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |26010284         |   10,000.000 |07/24/2023|Cross Recessed Small Pan Head Screw,Spri|272J|Reschedule out (08/16/23)|                       |USD  |      0.003400 |PC  |    0.000 |C  |74 |        14| 0 | 0 |04/27/2023|P95|Israel Souza     |EMS02R20002060HWA0004H                  |         |03/13/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800018770|  70|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |26010541         |    4,000.000 |08/09/2023|Cross Recessed Pan Head Screw,Spring Loc|272J|Reschedule out (08/20/23)|                       |USD  |      0.004400 |PC  |    0.000 |C  |74 |        14| 0 | 0 |05/13/2023|P95|Israel Souza     |EMS02R20002060HWA0013H                  |         |03/13/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800018821|  70|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |26010284         |    1,000.000 |07/24/2023|Cross Recessed Small Pan Head Screw,Spri|272J|Reschedule out (09/26/23)|                       |USD  |      0.003400 |PC  |    0.000 |C  |74 |        14| 0 | 0 |04/27/2023|P95|Israel Souza     |EMS02R20002074HWA0004H                  |         |03/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800018821|  80|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |26010541         |    1,000.000 |08/09/2023|Cross Recessed Pan Head Screw,Spring Loc|272J|Reschedule out (08/24/23)|                       |USD  |      0.004400 |PC  |    0.000 |C  |74 |        14| 0 | 0 |05/13/2023|P95|Israel Souza     |EMS02R20002074HWA0008H                  |         |03/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
